2026-02-11T11:13:17.586314014Z | 1500.0 | simki
2026-02-11T11:13:55.208503045Z | 1500.0 | pokraska
2026-02-11T11:14:04.858945864Z | 3000.0 | simki
2026-02-11T11:28:41.020248727Z | 3000.0 | mayson
2026-02-11T11:34:56.449422967Z | 3950.0 | mayson
2026-02-11T11:36:48.696252963Z | 351.0 | doc avans
2026-02-11T11:48:05.155921460Z | 15000.0 | mayson
2026-02-11T11:56:31.040412728Z | 370.0 | ben avans
2026-02-11T12:10:09.059256940Z | 51200.0 | аванс BLACK
2026-02-11T12:21:46.082997170Z | 1000.0 | аванс BLACK
2026-02-12T10:55:05.454686697Z | 2500.0 | Собеседование
2026-02-12T10:55:27.458856137Z | 2000.0 | G
2026-02-12T10:56:53.806837190Z | 3000.0 | mayson
2026-02-12T11:02:04.489812485Z | 200.0 | G
2026-02-12T11:11:36.014803397Z | 4000.0 | покраска машины
2026-02-12T11:20:00.359903193Z | 87450.0 | mayson
2026-02-12T11:35:17.605599792Z | 8000.0 | сход
2026-02-12T11:42:21.734696148Z | 8000.0 | — расход
2026-02-12T11:44:56.205269707Z | 1252.0 | G
2026-02-12T12:12:37.951226978Z | 15000.0 | Мейсон
2026-02-12T12:30:46.024828636Z | 2315.0 | Бэн Аванс
2026-02-13T11:03:00.887457776Z | 15000.0 | мейсон
2026-02-13T11:08:07.575771995Z | 546.0 | расход такси
2026-02-13T11:10:07.337907924Z | 20.0 | расход такси
2026-02-13T11:57:10.972166516Z | 2500.0 | doc
2026-02-14T10:26:05.950444574Z | 1500.0 | аванс BLACK
2026-02-14T10:40:16.386328952Z | 405.0 | G
2026-02-14T11:39:02.796999205Z | 26400.0 | рек аванс
2026-02-14T11:43:09.241461507Z | 2000.0 | мэйсон
2026-02-14T12:04:42.203374454Z | 3120.0 | Ben аванс
2026-02-14T12:10:55.632114802Z | 12000.0 | Mayson
2026-02-14T12:18:10.652529842Z | 44000.0 | mayson
2026-02-14T12:20:43.020206908Z | 88000.0 | mayson
2026-02-15T10:32:18.663545943Z | 1705.0 | G
2026-02-15T10:32:44.843705008Z | 7100.0 | G
2026-02-15T10:33:01.881689323Z | 88000.0 | Мейсон
2026-02-15T10:33:21.938079768Z | 1000.0 | G
2026-02-15T10:33:44.876210467Z | 4000.0 | G
2026-02-15T10:35:35.300660187Z | 7200.0 | Ben
2026-02-15T10:47:18.992928857Z | 1000.0 | док аванс
2026-02-15T11:17:30.809531468Z | 2000.0 | рой бензин
2026-02-15T11:45:32.106786386Z | 3100.0 | Doc avans
2026-02-15T12:14:24.019966714Z | 350.0 | Ben avans
2026-02-15T12:23:42.292998246Z | 12000.0 | док
2026-02-15T12:24:20.310251048Z | 18500.0 | doc
2026-02-16T11:05:22.035037023Z | 10000.0 | Мейсон
2026-02-16T11:10:42.028850032Z | 160.0 | Аванс Бэн
2026-02-16T11:25:34.293296168Z | 710.0 | Единицы
2026-02-16T11:35:26.012657083Z | 710.0 | единицы
2026-02-16T12:04:51.403386961Z | 400.0 | аванс Бэн
2026-02-16T12:15:48.760513908Z | 1800.0 | G
2026-02-16T12:16:44.231145302Z | 600.0 | G
2026-02-16T12:16:57.173734801Z | 3400.0 | Ben Avans
2026-02-16T12:20:33.043071768Z | 3400.0 | Дапанджи
2026-02-16T12:40:47.661612459Z | 4500.0 | G
2026-02-16T12:41:37.890987380Z | 279.0 | G
2026-02-17T11:05:06.088590158Z | 60000.0 | Оплата хаты
2026-02-17T11:39:15.331119995Z | 575.0 | Ben Avance
2026-02-17T11:56:56.720639789Z | 3400.0 | Питание ИВС Мейсон
2026-02-17T11:59:19.359835914Z | 3400.0 | расход офис питание ИВС
2026-02-17T12:42:09.794100987Z | 6000.0 | Doc Avanvce
